web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698059366-803","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/540140-monitor-led-27-aoc-cq27g2u-curved.html","AOC CQ27G2U Curved","1 119,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/1/pr_2020_1_21_9_12_58_865_09.jpg"
"1698059376-804","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/594052-monitor-led-27-asus-tuf-vg279q1a.html","ASUS TUF VG279Q1A","999,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_10_30_29_426_00.jpg"
"1698059385-805","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652158-monitor-led-27-philips-272e2fa-00.html","Philips 272E2FA/00","649,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_46_2_480_00.jpg"
"1698059392-806","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/705118-monitor-led-24-samsung-odyssey-g3-s24ag320nux-165hz.html","Samsung Odyssey G3 S24AG320NUX 165Hz","699,00 zł","24""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_9_17_12_952_00.jpg"
"1698059399-807","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/708418-monitor-led-22-dell-e2222h.html","Dell E2222H","449,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/12/pr_2021_12_30_8_55_32_797_00.jpg"
"1698059406-808","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/726077-monitor-led-27-dell-s2722dz.html","Dell S2722DZ","1 569,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_12_57_36_263_00.jpg"
"1698059415-809","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1051313-monitor-led-24-dell-p2423de.html","Dell P2423DE","1 479,00 zł","24""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_12_8_58_56_589_00.jpg"
"1698059420-810","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078101-monitor-led-32-i-wiekszy-dell-se3223q.html","Dell SE3223Q","1 389,00 zł","31,5""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_5_15_34_17_315_00.jpg"
"1698059429-811","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1092721-monitor-led-32-i-wiekszy-samsung-odyssey-g6-ls32bg650euxen.html","Samsung Odyssey G6 LS32BG650EUXEN","1 899,00 zł","32""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_30_14_25_59_777_10.jpg"
"1698059434-812","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142241-monitor-led-32-i-wiekszy-iiyama-prolite-xub3493wqsu-b5.html","iiyama Prolite XUB3493WQSU-B5","1 879,00 zł","34""","3440 x 1440","LED, IPS-ADS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_13_25_4_182_00.jpg"
"1698059440-813","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142828-monitor-led-24-acer-nitro-qg240yh3bix.html","Acer Nitro QG240YH3BIX","549,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_9_12_51_51_66_00.jpg"
"1698059449-814","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1161407-monitor-led-24-iiyama-prolite-xub2492hsu-b5.html","iiyama ProLite XUB2492HSU-B5","759,00 zł","24""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_14_16_55_21_940_05.jpg"
"1698059455-815","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163358-monitor-led-32-i-wiekszy-iiyama-xb3270qs-b5.html","iiyama XB3270QS-B5","1 189,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_15_55_0_580_00.jpg"
"1698059461-816","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1164301-monitor-led-27-hp-m27fd-bluetooth-500.html","HP M27fd + Bluetooth 500","749,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_31_14_22_6_457_00.jpg"
"1698059472-817","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1164826-monitor-led-27-asus-proart-pa278cgv.html","ASUS ProArt PA278CGV","1 849,00 zł","27""","2560 x 1440","E,","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_9_4_36_817_00.jpg"
"1698059479-818","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/514816-monitor-led-27-philips-275e1s-00.html","Philips 275E1S/00","779,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_25_11_268_00.jpg"
"1698059489-819","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/735020-monitor-led-32-i-wiekszy-dell-p3223de.html","Dell P3223DE","1 709,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_23_14_12_54_952_00.jpg"
"1698059497-820","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1071603-monitor-led-27-lenovo-g27q-30.html","Lenovo G27q-30","999,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_9_3_5_393_06.jpg"
"1698059503-821","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107262-monitor-led-24-asus-tuf-gaming-vg24vq1b-curved-165hz.html","ASUS TUF Gaming VG24VQ1B Curved 165Hz","799,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_9_24_49_299_00.jpg"
"1698059509-822","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107366-monitor-led-32-i-wiekszy-asus-tuf-gaming-vg32aqa1a.html","ASUS TUF Gaming VG32AQA1A","1 349,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_13_40_57_360_05.jpg"
"1698059516-823","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1125915-monitor-led-32-i-wiekszy-samsung-u32j590uqpx-4k.html","Samsung U32J590UQPX 4K","1 299,00 zł","31,5""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_11_53_13_376_00.jpg"
"1698059521-824","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1136680-monitor-led-24-lg-24mp400p-b.html","LG 24MP400P-B","499,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_24_15_26_14_21_00.jpg"
"1698059529-825","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142827-monitor-led-27-acer-nitro-qg270h3bix.html","Acer Nitro QG270H3BIX","679,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_9_12_2_48_190_00.jpg"
"1698059536-826","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145736-monitor-led-24-viewsonic-xg2431.html","ViewSonic XG2431","1 449,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_18_13_55_22_232_00.jpg"
"1698059542-827","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1155405-monitor-led-32-i-wiekszy-iiyama-g-master-gcb3280qsu-b1-red-eagle.html","iiyama G-Master GCB3280QSU-B1 Red Eagle","1 699,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_13_16_24_651_00.jpg"
"1698059547-828","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1162493-monitor-led-27-samsung-odyssey-g7-s28bg700epx.html","Samsung Odyssey G7 S28BG700EPX","2 399,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_14_27_3_36_00.jpg"
"1698059554-829","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/546984-monitor-led-21-i-mniejszy-dell-e1920h.html","Dell E1920H","489,00 zł","19""","1366 x 768","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_6_32_42_32_00.jpg"
"1698059565-830","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/607241-monitor-led-32-i-wiekszy-lg-29wn600-w-hdr.html","LG 29WN600-W HDR","919,00 zł","29""","2560 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_7_6_54_15_565_00.jpg"
"1698059572-831","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/661098-monitor-led-24-dell-p2422he.html","Dell P2422HE","929,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_20_26_736_00.jpg"
"1698059579-832","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/673540-monitor-led-27-iiyama-g-master-gb2766hsu-red-eagle-curved.html","iiyama G-Master GB2766HSU Red Eagle Curved","999,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_11_7_43_47_868_07.jpg"
"1698059586-833","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/734986-monitor-led-24-dell-p2423d.html","Dell P2423D","1 119,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_23_13_51_41_102_04.jpg"
"1698059592-834","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1042000-monitor-led-27-samsung-odyssey-g3-ls27ag320nuxen.html","Samsung Odyssey G3 LS27AG320NUXEN","979,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_10_8_2_466_00.jpg"
"1698059600-835","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169548-monitor-led-27-aoc-27g2spae-bk.html","AOC 27G2SPAE/BK","779,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_10_46_56_756_00.jpg"
"1698059606-836","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1179085-monitor-led-27-acer-nitro-vg270uebmiipx.html","Acer Nitro VG270UEBMIIPX","999,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_12_41_16_595_00.jpg"
"1698059613-837","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/474400-monitor-led-27-acer-nitro-vg270ubmiipx.html","Acer Nitro VG270UBMIIPX","999,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_6_8_7_44_408_00.jpg"
"1698059620-838","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/560383-monitor-led-27-asus-tuf-vg27vq-curved.html","ASUS TUF VG27VQ Curved","1 099,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_1_13_15_16_931_00.jpg"
"1698059627-839","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/577557-monitor-led-24-asus-va24dq.html","ASUS VA24DQ","629,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_15_3_30_298_00.jpg"
"1698059632-840","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/610054-monitor-led-32-i-wiekszy-aoc-cq32g2se-curved.html","AOC CQ32G2SE Curved","1 159,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_13_59_56_928_00.jpg"
"1698059638-841","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/723025-monitor-led-24-lenovo-g24e-20-czarny.html","Lenovo G24e-20 czarny","549,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_19_12_33_26_904_05.jpg"
"1698059644-842","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/741108-monitor-led-27-dell-p2723d.html","Dell P2723D","1 299,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_53_31_841_00.jpg"
"1698059649-843","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1057947-monitor-led-27-lg-28mq780-dualup-ergo.html","LG 28MQ780 DualUp Ergo","2 649,00 zł","27,6""","2560 x 2880","LED, Nano IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_7_12_59_11_296_00.jpg"
"1698059655-844","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078099-monitor-led-32-i-wiekszy-dell-g3223q.html","Dell G3223Q","3 249,00 zł","32""","3840 x 2160","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_0_59_909_00.jpg"
"1698059662-845","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088993-monitor-led-32-i-wiekszy-philips-346e2lae-00-ultrawide.html","Philips 346E2LAE/00 Ultrawide","1 369,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_48_26_222_00.jpg"
"1698059668-846","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130422-monitor-led-32-i-wiekszy-lenovo-g32qc-30.html","Lenovo G32qc-30","1 299,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_24_7_50_0_177_05.jpg"
"1698059674-847","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142206-monitor-led-27-iiyama-prolite-xub2792qsn-b5.html","iiyama Prolite XUB2792QSN-B5","1 299,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_11_54_40_531_00.jpg"
"1698059680-848","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165644-monitor-led-24-hp-v24e.html","HP V24e","449,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_7_13_36_4_47_00.jpg"
"1698059686-849","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165828-monitor-led-32-i-wiekszy-lg-ultragear-32gr93u-b.html","LG UltraGear 32GR93U-B","3 399,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_24_7_44_17_789_00.jpg"
"1698059692-850","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166003-monitor-led-27-dell-alienware-aw2724dm.html","Dell Alienware AW2724DM","1 949,00 zł","27""","2560 x 1440","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_10_6_33_20_424_00.jpg"
"1698059699-851","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/544012-monitor-led-27-asus-tuf-vg289q-4k-hdr.html","ASUS TUF VG289Q 4K HDR","1 429,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_8_58_38_31_00.jpg"
"1698059707-852","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/594048-monitor-led-27-asus-tuf-vg27aql1a.html","ASUS TUF VG27AQL1A","1 649,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_11_27_7_646_00.jpg"
"1698059712-853","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/647574-monitor-led-27-dell-u2722d.html","Dell U2722D","1 609,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_12_55_21_388_00.jpg"
"1698059719-854","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/649131-monitor-led-27-aoc-q27p2q.html","AOC Q27P2Q","1 009,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_13_33_45_332_00.jpg"
"1698059725-855","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163346-monitor-led-27-iiyama-xub2793hs-b5.html","iiyama XUB2793HS-B5","699,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_12_39_2_772_03.jpg"
"1698059730-856","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1179092-monitor-led-27-acer-nitro-vg271um3bmiipx.html","Acer Nitro VG271UM3BMIIPX","1 199,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_12_59_53_472_00.jpg"
"1698059736-857","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/567189-monitor-led-24-aoc-24g2zu.html","AOC 24G2ZU","1 039,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_13_25_26_84_00.jpg"
"1698059744-858","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/661051-monitor-led-27-dell-p2722he.html","Dell P2722HE","1 069,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_46_36_108_00.jpg"
"1698059751-859","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/673539-monitor-led-27-iiyama-g-master-g2766hsu-red-eagle-curved.html","iiyama G-Master G2766HSU Red Eagle Curved","949,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/8/pr_2021_8_11_7_29_41_582_07.jpg"
"1698059757-860","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/718825-monitor-led-21-i-mniejszy-asus-zenscreen-mb165b-portable.html","ASUS ZenScreen MB165B Portable","559,00 zł","15,6""","1366 x 768","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_14_5_13_404_00.jpg"
"1698059764-861","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/735356-monitor-led-27-dell-g2722hs.html","Dell G2722HS","819,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_25_9_46_40_259_02.jpg"
"1698059770-862","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088984-monitor-led-27-philips-27m1f5500p-00-nanoips-240hz.html","Philips 27M1F5500P/00 NanoIPS 240Hz","1 829,00 zł","27""","2560 x 1440","LED, Nano IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_15_13_43_3_826_06.jpg"
"1698059777-863","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088998-monitor-led-32-i-wiekszy-philips-34m1c5500va-00-curved-165hz.html","Philips 34M1C5500VA/00 Curved 165Hz","1 609,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_14_15_43_51_342_06.jpg"
"1698059784-864","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1124351-monitor-led-32-i-wiekszy-samsung-odyssey-g5-ls32ag550epxen.html","Samsung Odyssey G5  LS32AG550EPXEN","1 299,00 zł","32""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_11_40_23_885_00.jpg"
"1698059790-865","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1137292-monitor-led-22-iiyama-g-master-g2250hs-b1.html","iiyama G-Master G2250HS-B1","469,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_10_38_13_861_00.jpg"
